prev_position = 50, move = -40, position = 10, zero_count = 0
prev_position = 0, move = 25, position = 25, zero_count = 5149
prev_position = 25, move = 75, position = 0, zero_count = 5150
prev_position = 0, move = 42, position = 42, zero_count = 5150
prev_position = 42, move = -77, position = -35, zero_count = 5151
prev_position = -35, move = 35, position = 0, zero_count = 5152
prev_position = 0, move = 846, position = 46, zero_count = 5160
prev_position = 46, move = -46, position = 0, zero_count = 5161
prev_position = 0, move = 937, position = 37, zero_count = 5170
prev_position = 37, move = 8, position = 45, zero_count = 5170
prev_position = 45, move = 932, position = 77, zero_count = 5179
prev_position = 77, move = 56, position = 33, zero_count = 5180
prev_position = 33, move = -297, position = -64, zero_count = 5183
prev_position = -64, move = -33, position = -97, zero_count = 5183
prev_position = -97, move = -81, position = -78, zero_count = 5184
prev_position = -78, move = -18, position = -96, zero_count = 5184
prev_position = -96, move = -30, position = -26, zero_count = 5185
prev_position = -26, move = -84, position = -10, zero_count = 5186
prev_position = -10, move = 467, position = 57, zero_count = 5191
prev_position = 57, move = -57, position = 0, zero_count = 5192
prev_position = 0, move = 53, position = 53, zero_count = 5192
prev_position = 53, move = 347, position = 0, zero_count = 5196
prev_position = 0, move = -75, position = -75, zero_count = 5196
prev_position = -75, move = 75, position = 0, zero_count = 5197
prev_position = 0, move = -9, position = -9, zero_count = 5197
prev_position = -9, move = -22, position = -31, zero_count = 5197
prev_position = -31, move = -69, position = 0, zero_count = 5198
prev_position = 0, move = -74, position = -74, zero_count = 5198
prev_position = -74, move = 74, position = 0, zero_count = 5199
prev_position = 0, move = 223, position = 23, zero_count = 5201
prev_position = 23, move = -23, position = 0, zero_count = 5202
prev_position = 0, move = 9, position = 9, zero_count = 5202
prev_position = 9, move = 152, position = 61, zero_count = 5203
prev_position = 61, move = 31, position = 92, zero_count = 5203
prev_position = 92, move = -172, position = -80, zero_count = 5204
prev_position = -80, move = -87, position = -67, zero_count = 5205
prev_position = -67, move = -33, position = 0, zero_count = 5206
prev_position = 0, move = -13, position = -13, zero_count = 5206
prev_position = -13, move = 88, position = 75, zero_count = 5207
prev_position = 75, move = 566, position = 41, zero_count = 5213
prev_position = 41, move = -29, position = 12, zero_count = 5213
prev_position = 12, move = -12, position = 0, zero_count = 5214
prev_position = 0, move = -372, position = -72, zero_count = 5217
prev_position = -72, move = -43, position = -15, zero_count = 5218
prev_position = -15, move = 15, position = 0, zero_count = 5219
prev_position = 0, move = 133, position = 33, zero_count = 5220
prev_position = 33, move = -69, position = -36, zero_count = 5221
prev_position = -36, move = -64, position = 0, zero_count = 5222
prev_position = 0, move = 49, position = 49, zero_count = 5222
prev_position = 49, move = -59, position = -10, zero_count = 5223
prev_position = -10, move = 831, position = 21, zero_count = 5232
prev_position = 21, move = -721, position = 0, zero_count = 5239
prev_position = 0, move = 12, position = 12, zero_count = 5239
prev_position = 12, move = -42, position = -30, zero_count = 5240
prev_position = -30, move = -59, position = -89, zero_count = 5240
prev_position = -89, move = -790, position = -79, zero_count = 5248
prev_position = -79, move = 479, position = 0, zero_count = 5252
prev_position = 0, move = 76, position = 76, zero_count = 5252
prev_position = 76, move = -771, position = -95, zero_count = 5259
prev_position = -95, move = -11, position = -6, zero_count = 5260
prev_position = -6, move = -801, position = -7, zero_count = 5268
prev_position = -7, move = 37, position = 30, zero_count = 5269
prev_position = 30, move = 91, position = 21, zero_count = 5270
prev_position = 21, move = -68, position = -47, zero_count = 5271
prev_position = -47, move = -376, position = -23, zero_count = 5275
prev_position = -23, move = 11, position = -12, zero_count = 5275
prev_position = -12, move = 11, position = -1, zero_count = 5275
prev_position = -1, move = 1, position = 0, zero_count = 5276
prev_position = 0, move = 88, position = 88, zero_count = 5276
prev_position = 88, move = 85, position = 73, zero_count = 5277
prev_position = 73, move = 27, position = 0, zero_count = 5278
prev_position = 0, move = -94, position = -94, zero_count = 5278
prev_position = -94, move = -6, position = 0, zero_count = 5279
prev_position = 0, move = -31, position = -31, zero_count = 5279
prev_position = -31, move = 64, position = 33, zero_count = 5280
prev_position = 33, move = -482, position = -49, zero_count = 5285
prev_position = -49, move = 21, position = -28, zero_count = 5285
prev_position = -28, move = -338, position = -66, zero_count = 5288
prev_position = -66, move = -34, position = 0, zero_count = 5289
prev_position = 0, move = 122, position = 22, zero_count = 5290
prev_position = 22, move = -2, position = 20, zero_count = 5290
prev_position = 20, move = -97, position = -77, zero_count = 5291
prev_position = -77, move = 77, position = 0, zero_count = 5292
prev_position = 0, move = -634, position = -34, zero_count = 5298
prev_position = -34, move = -4, position = -38, zero_count = 5298
prev_position = -38, move = 10, position = -28, zero_count = 5298
prev_position = -28, move = -5, position = -33, zero_count = 5298
prev_position = -33, move = -61, position = -94, zero_count = 5298
prev_position = -94, move = -53, position = -47, zero_count = 5299
prev_position = -47, move = 857, position = 10, zero_count = 5308
prev_position = 10, move = -10, position = 0, zero_count = 5309
prev_position = 0, move = -39, position = -39, zero_count = 5309
prev_position = -39, move = -861, position = 0, zero_count = 5318
prev_position = 0, move = 92, position = 92, zero_count = 5318
prev_position = 92, move = 8, position = 0, zero_count = 5319
prev_position = 0, move = 81, position = 81, zero_count = 5319
prev_position = 81, move = -28, position = 53, zero_count = 5319
prev_position = 53, move = -53, position = 0, zero_count = 5320
prev_position = 0, move = -94, position = -94, zero_count = 5320
prev_position = -94, move = -6, position = 0, zero_count = 5321
prev_position = 0, move = 966, position = 66, zero_count = 5330
prev_position = 66, move = 80, position = 46, zero_count = 5331
prev_position = 46, move = -17, position = 29, zero_count = 5331
prev_position = 29, move = 35, position = 64, zero_count = 5331
prev_position = 64, move = 52, position = 16, zero_count = 5332
prev_position = 16, move = -66, position = -50, zero_count = 5333
prev_position = -50, move = 50, position = 0, zero_count = 5334
prev_position = 0, move = 17, position = 17, zero_count = 5334
prev_position = 17, move = 83, position = 0, zero_count = 5335
prev_position = 0, move = 299, position = 99, zero_count = 5337
prev_position = 99, move = -32, position = 67, zero_count = 5337
prev_position = 67, move = -427, position = -60, zero_count = 5341
prev_position = -60, move = -576, position = -36, zero_count = 5347
prev_position = -36, move = 436, position = 0, zero_count = 5351
prev_position = 0, move = -36, position = -36, zero_count = 5351
prev_position = -36, move = 36, position = 0, zero_count = 5352
prev_position = 0, move = 37, position = 37, zero_count = 5352
prev_position = 37, move = 258, position = 95, zero_count = 5354
prev_position = 95, move = -15, position = 80, zero_count = 5354
prev_position = 80, move = 835, position = 15, zero_count = 5363
prev_position = 15, move = 21, position = 36, zero_count = 5363
prev_position = 36, move = -13, position = 23, zero_count = 5363
prev_position = 23, move = 777, position = 0, zero_count = 5371
prev_position = 0, move = -16, position = -16, zero_count = 5371
prev_position = -16, move = -84, position = 0, zero_count = 5372
prev_position = 0, move = 45, position = 45, zero_count = 5372
prev_position = 45, move = -45, position = 0, zero_count = 5373
prev_position = 0, move = -53, position = -53, zero_count = 5373
prev_position = -53, move = 29, position = -24, zero_count = 5373
prev_position = -24, move = -76, position = 0, zero_count = 5374
prev_position = 0, move = 13, position = 13, zero_count = 5374
prev_position = 13, move = 9, position = 22, zero_count = 5374
prev_position = 22, move = -724, position = -2, zero_count = 5382
prev_position = -2, move = 2, position = 0, zero_count = 5383
prev_position = 0, move = 45, position = 45, zero_count = 5383
prev_position = 45, move = -887, position = -42, zero_count = 5392
prev_position = -42, move = -58, position = 0, zero_count = 5393
prev_position = 0, move = -658, position = -58, zero_count = 5399
prev_position = -58, move = 58, position = 0, zero_count = 5400
prev_position = 0, move = -401, position = -1, zero_count = 5404
prev_position = -1, move = 49, position = 48, zero_count = 5405
prev_position = 48, move = -465, position = -17, zero_count = 5410
prev_position = -17, move = -355, position = -72, zero_count = 5413
prev_position = -72, move = 91, position = 19, zero_count = 5414
prev_position = 19, move = -19, position = 0, zero_count = 5415
prev_position = 0, move = -75, position = -75, zero_count = 5415
prev_position = -75, move = 41, position = -34, zero_count = 5415
prev_position = -34, move = -76, position = -10, zero_count = 5416
prev_position = -10, move = 259, position = 49, zero_count = 5419
prev_position = 49, move = -249, position = 0, zero_count = 5421
prev_position = 0, move = -731, position = -31, zero_count = 5428
prev_position = -31, move = 31, position = 0, zero_count = 5429
prev_position = 0, move = 127, position = 27, zero_count = 5430
prev_position = 27, move = -2, position = 25, zero_count = 5430
prev_position = 25, move = 9, position = 34, zero_count = 5430
prev_position = 34, move = -34, position = 0, zero_count = 5431
prev_position = 0, move = 69, position = 69, zero_count = 5431
prev_position = 69, move = 76, position = 45, zero_count = 5432
prev_position = 45, move = 771, position = 16, zero_count = 5440
prev_position = 16, move = -916, position = 0, zero_count = 5449
prev_position = 0, move = 3, position = 3, zero_count = 5449
prev_position = 3, move = 27, position = 30, zero_count = 5449
prev_position = 30, move = 68, position = 98, zero_count = 5449
prev_position = 98, move = 49, position = 47, zero_count = 5450
prev_position = 47, move = -64, position = -17, zero_count = 5451
prev_position = -17, move = 62, position = 45, zero_count = 5452
prev_position = 45, move = -45, position = 0, zero_count = 5453
prev_position = 0, move = -55, position = -55, zero_count = 5453
prev_position = -55, move = 71, position = 16, zero_count = 5454
prev_position = 16, move = 86, position = 2, zero_count = 5455
prev_position = 2, move = -2, position = 0, zero_count = 5456
prev_position = 0, move = -53, position = -53, zero_count = 5456
prev_position = -53, move = -46, position = -99, zero_count = 5456
prev_position = -99, move = 30, position = -69, zero_count = 5456
prev_position = -69, move = 669, position = 0, zero_count = 5462
prev_position = 0, move = -65, position = -65, zero_count = 5462
prev_position = -65, move = 965, position = 0, zero_count = 5471
prev_position = 0, move = 84, position = 84, zero_count = 5471
prev_position = 84, move = -66, position = 18, zero_count = 5471
prev_position = 18, move = 82, position = 0, zero_count = 5472
prev_position = 0, move = -4, position = -4, zero_count = 5472
prev_position = -4, move = -36, position = -40, zero_count = 5472
prev_position = -40, move = -360, position = 0, zero_count = 5476
prev_position = 0, move = -42, position = -42, zero_count = 5476
prev_position = -42, move = 82, position = 40, zero_count = 5477
prev_position = 40, move = 46, position = 86, zero_count = 5477
prev_position = 86, move = -31, position = 55, zero_count = 5477
prev_position = 55, move = 940, position = 95, zero_count = 5486
prev_position = 95, move = -95, position = 0, zero_count = 5487
prev_position = 0, move = -594, position = -94, zero_count = 5492
prev_position = -94, move = 40, position = -54, zero_count = 5492
prev_position = -54, move = -543, position = -97, zero_count = 5497
prev_position = -97, move = -67, position = -64, zero_count = 5498
prev_position = -64, move = 5, position = -59, zero_count = 5498
prev_position = -59, move = 8, position = -51, zero_count = 5498
prev_position = -51, move = 76, position = 25, zero_count = 5499
prev_position = 25, move = 74, position = 99, zero_count = 5499
prev_position = 99, move = -92, position = 7, zero_count = 5499
prev_position = 7, move = 27, position = 34, zero_count = 5499
prev_position = 34, move = 66, position = 0, zero_count = 5500
prev_position = 0, move = -7, position = -7, zero_count = 5500
prev_position = -7, move = -374, position = -81, zero_count = 5503
prev_position = -81, move = 38, position = -43, zero_count = 5503
prev_position = -43, move = 43, position = 0, zero_count = 5504
prev_position = 0, move = -23, position = -23, zero_count = 5504
prev_position = -23, move = -440, position = -63, zero_count = 5508
prev_position = -63, move = -37, position = 0, zero_count = 5509
prev_position = 0, move = -81, position = -81, zero_count = 5509
prev_position = -81, move = 28, position = -53, zero_count = 5509
prev_position = -53, move = -16, position = -69, zero_count = 5509
prev_position = -69, move = -31, position = 0, zero_count = 5510
prev_position = 0, move = 41, position = 41, zero_count = 5510
prev_position = 41, move = -41, position = 0, zero_count = 5511
prev_position = 0, move = -15, position = -15, zero_count = 5511
prev_position = -15, move = -81, position = -96, zero_count = 5511
prev_position = -96, move = -25, position = -21, zero_count = 5512
prev_position = -21, move = 54, position = 33, zero_count = 5513
prev_position = 33, move = 80, position = 13, zero_count = 5514
prev_position = 13, move = -42, position = -29, zero_count = 5515
prev_position = -29, move = 29, position = 0, zero_count = 5516
prev_position = 0, move = -94, position = -94, zero_count = 5516
prev_position = -94, move = 64, position = -30, zero_count = 5516
prev_position = -30, move = 13, position = -17, zero_count = 5516
prev_position = -17, move = -83, position = 0, zero_count = 5517
prev_position = 0, move = -67, position = -67, zero_count = 5517
prev_position = -67, move = -5, position = -72, zero_count = 5517
prev_position = -72, move = 84, position = 12, zero_count = 5518
prev_position = 12, move = 3, position = 15, zero_count = 5518
prev_position = 15, move = 85, position = 0, zero_count = 5519
prev_position = 0, move = -39, position = -39, zero_count = 5519
prev_position = -39, move = -26, position = -65, zero_count = 5519
prev_position = -65, move = 87, position = 22, zero_count = 5520
prev_position = 22, move = 46, position = 68, zero_count = 5520
prev_position = 68, move = 32, position = 0, zero_count = 5521
prev_position = 0, move = 6, position = 6, zero_count = 5521
prev_position = 6, move = -6, position = 0, zero_count = 5522
prev_position = 0, move = -72, position = -72, zero_count = 5522
prev_position = -72, move = 5, position = -67, zero_count = 5522
prev_position = -67, move = -46, position = -13, zero_count = 5523
prev_position = -13, move = 93, position = 80, zero_count = 5524
prev_position = 80, move = 20, position = 0, zero_count = 5525
prev_position = 0, move = 70, position = 70, zero_count = 5525
prev_position = 70, move = -9, position = 61, zero_count = 5525
prev_position = 61, move = 4, position = 65, zero_count = 5525
prev_position = 65, move = 14, position = 79, zero_count = 5525
prev_position = 79, move = -69, position = 10, zero_count = 5525
prev_position = 10, move = -12, position = -2, zero_count = 5526
prev_position = -2, move = 72, position = 70, zero_count = 5527
prev_position = 70, move = 30, position = 0, zero_count = 5528
prev_position = 0, move = 651, position = 51, zero_count = 5534
prev_position = 51, move = -10, position = 41, zero_count = 5534
prev_position = 41, move = -96, position = -55, zero_count = 5535
prev_position = -55, move = 19, position = -36, zero_count = 5535
prev_position = -36, move = -11, position = -47, zero_count = 5535
prev_position = -47, move = -39, position = -86, zero_count = 5535
prev_position = -86, move = -14, position = 0, zero_count = 5536
prev_position = 0, move = 41, position = 41, zero_count = 5536
prev_position = 41, move = 59, position = 0, zero_count = 5537
prev_position = 0, move = 513, position = 13, zero_count = 5542
prev_position = 13, move = -13, position = 0, zero_count = 5543
prev_position = 0, move = -6, position = -6, zero_count = 5543
prev_position = -6, move = -86, position = -92, zero_count = 5543
prev_position = -92, move = -11, position = -3, zero_count = 5544
prev_position = -3, move = -16, position = -19, zero_count = 5544
prev_position = -19, move = 53, position = 34, zero_count = 5545
prev_position = 34, move = 46, position = 80, zero_count = 5545
prev_position = 80, move = 81, position = 61, zero_count = 5546
prev_position = 61, move = -886, position = -25, zero_count = 5555
prev_position = -25, move = 61, position = 36, zero_count = 5556
prev_position = 36, move = 34, position = 70, zero_count = 5556
prev_position = 70, move = -34, position = 36, zero_count = 5556
prev_position = 36, move = -36, position = 0, zero_count = 5557
prev_position = 0, move = -61, position = -61, zero_count = 5557
prev_position = -61, move = 61, position = 0, zero_count = 5558
prev_position = 0, move = -20, position = -20, zero_count = 5558
prev_position = -20, move = -780, position = 0, zero_count = 5566
prev_position = 0, move = -92, position = -92, zero_count = 5566
prev_position = -92, move = 30, position = -62, zero_count = 5566
prev_position = -62, move = 17, position = -45, zero_count = 5566
prev_position = -45, move = -55, position = 0, zero_count = 5567
prev_position = 0, move = 94, position = 94, zero_count = 5567
prev_position = 94, move = -131, position = -37, zero_count = 5568
prev_position = -37, move = 37, position = 0, zero_count = 5569
prev_position = 0, move = -6, position = -6, zero_count = 5569
prev_position = -6, move = 6, position = 0, zero_count = 5570
prev_position = 0, move = 47, position = 47, zero_count = 5570
prev_position = 47, move = 53, position = 0, zero_count = 5571
prev_position = 0, move = 963, position = 63, zero_count = 5580
prev_position = 63, move = 732, position = 95, zero_count = 5587
prev_position = 95, move = 5, position = 0, zero_count = 5588
prev_position = 0, move = -6, position = -6, zero_count = 5588
prev_position = -6, move = -86, position = -92, zero_count = 5588
prev_position = -92, move = 21, position = -71, zero_count = 5588
prev_position = -71, move = 60, position = -11, zero_count = 5588
prev_position = -11, move = -97, position = -8, zero_count = 5589
prev_position = -8, move = -62, position = -70, zero_count = 5589
prev_position = -70, move = -85, position = -55, zero_count = 5590
prev_position = -55, move = -45, position = 0, zero_count = 5591
prev_position = 0, move = -81, position = -81, zero_count = 5591
prev_position = -81, move = -19, position = 0, zero_count = 5592
prev_position = 0, move = 221, position = 21, zero_count = 5594
prev_position = 21, move = 14, position = 35, zero_count = 5594
prev_position = 35, move = 79, position = 14, zero_count = 5595
prev_position = 14, move = 32, position = 46, zero_count = 5595
prev_position = 46, move = -46, position = 0, zero_count = 5596
prev_position = 0, move = -34, position = -34, zero_count = 5596
prev_position = -34, move = 13, position = -21, zero_count = 5596
prev_position = -21, move = 24, position = 3, zero_count = 5597
prev_position = 3, move = 54, position = 57, zero_count = 5597
prev_position = 57, move = -28, position = 29, zero_count = 5597
prev_position = 29, move = 71, position = 0, zero_count = 5598
prev_position = 0, move = 67, position = 67, zero_count = 5598
prev_position = 67, move = -57, position = 10, zero_count = 5598
prev_position = 10, move = -65, position = -55, zero_count = 5599
prev_position = -55, move = 555, position = 0, zero_count = 5604
prev_position = 0, move = 20, position = 20, zero_count = 5604
prev_position = 20, move = 80, position = 0, zero_count = 5605
prev_position = 0, move = -4, position = -4, zero_count = 5605
prev_position = -4, move = 204, position = 0, zero_count = 5607
prev_position = 0, move = 93, position = 93, zero_count = 5607
prev_position = 93, move = -315, position = -22, zero_count = 5610
prev_position = -22, move = -378, position = 0, zero_count = 5614
prev_position = 0, move = 98, position = 98, zero_count = 5614
prev_position = 98, move = 26, position = 24, zero_count = 5615
prev_position = 24, move = 76, position = 0, zero_count = 5616
prev_position = 0, move = 837, position = 37, zero_count = 5624
prev_position = 37, move = 63, position = 0, zero_count = 5625
prev_position = 0, move = -92, position = -92, zero_count = 5625
prev_position = -92, move = 92, position = 0, zero_count = 5626
prev_position = 0, move = 57, position = 57, zero_count = 5626
prev_position = 57, move = 25, position = 82, zero_count = 5626
prev_position = 82, move = 18, position = 0, zero_count = 5627
prev_position = 0, move = -421, position = -21, zero_count = 5631
prev_position = -21, move = -10, position = -31, zero_count = 5631
prev_position = -31, move = 731, position = 0, zero_count = 5638
prev_position = 0, move = 46, position = 46, zero_count = 5638
prev_position = 46, move = 653, position = 99, zero_count = 5644
prev_position = 99, move = -99, position = 0, zero_count = 5645
prev_position = 0, move = 97, position = 97, zero_count = 5645
prev_position = 97, move = 75, position = 72, zero_count = 5646
prev_position = 72, move = -55, position = 17, zero_count = 5646
prev_position = 17, move = -17, position = 0, zero_count = 5647
prev_position = 0, move = -42, position = -42, zero_count = 5647
prev_position = -42, move = -16, position = -58, zero_count = 5647
prev_position = -58, move = -3, position = -61, zero_count = 5647
prev_position = -61, move = 61, position = 0, zero_count = 5648
prev_position = 0, move = -28, position = -28, zero_count = 5648
prev_position = -28, move = 301, position = 73, zero_count = 5651
prev_position = 73, move = 71, position = 44, zero_count = 5652
prev_position = 44, move = 89, position = 33, zero_count = 5653
prev_position = 33, move = -92, position = -59, zero_count = 5654
prev_position = -59, move = -57, position = -16, zero_count = 5655
prev_position = -16, move = 16, position = 0, zero_count = 5656
prev_position = 0, move = -703, position = -3, zero_count = 5663
prev_position = -3, move = -13, position = -16, zero_count = 5663
prev_position = -16, move = -81, position = -97, zero_count = 5663
prev_position = -97, move = 97, position = 0, zero_count = 5664
prev_position = 0, move = -71, position = -71, zero_count = 5664
prev_position = -71, move = 71, position = 0, zero_count = 5665
prev_position = 0, move = -33, position = -33, zero_count = 5665
prev_position = -33, move = -96, position = -29, zero_count = 5666
prev_position = -29, move = 20, position = -9, zero_count = 5666
prev_position = -9, move = -40, position = -49, zero_count = 5666
prev_position = -49, move = 48, position = -1, zero_count = 5666
prev_position = -1, move = -70, position = -71, zero_count = 5666
prev_position = -71, move = -718, position = -89, zero_count = 5673
prev_position = -89, move = -98, position = -87, zero_count = 5674
prev_position = -87, move = 787, position = 0, zero_count = 5681
prev_position = 0, move = 35, position = 35, zero_count = 5681
prev_position = 35, move = 431, position = 66, zero_count = 5685
prev_position = 66, move = 34, position = 0, zero_count = 5686
prev_position = 0, move = 27, position = 27, zero_count = 5686
prev_position = 27, move = 68, position = 95, zero_count = 5686
prev_position = 95, move = 40, position = 35, zero_count = 5687
prev_position = 35, move = 68, position = 3, zero_count = 5688
prev_position = 3, move = -73, position = -70, zero_count = 5689
prev_position = -70, move = -30, position = 0, zero_count = 5690
prev_position = 0, move = 980, position = 80, zero_count = 5699
prev_position = 80, move = -80, position = 0, zero_count = 5700
prev_position = 0, move = -97, position = -97, zero_count = 5700
prev_position = -97, move = -95, position = -92, zero_count = 5701
prev_position = -92, move = -976, position = -68, zero_count = 5711
prev_position = -68, move = -528, position = -96, zero_count = 5716
prev_position = -96, move = 96, position = 0, zero_count = 5717
prev_position = 0, move = 97, position = 97, zero_count = 5717
prev_position = 97, move = 32, position = 29, zero_count = 5718
prev_position = 29, move = 72, position = 1, zero_count = 5719
prev_position = 1, move = 99, position = 0, zero_count = 5720
prev_position = 0, move = 804, position = 4, zero_count = 5728
prev_position = 4, move = 96, position = 0, zero_count = 5729
prev_position = 0, move = -72, position = -72, zero_count = 5729
prev_position = -72, move = -60, position = -32, zero_count = 5730
prev_position = -32, move = 32, position = 0, zero_count = 5731
prev_position = 0, move = 110, position = 10, zero_count = 5732
prev_position = 10, move = -46, position = -36, zero_count = 5733
prev_position = -36, move = -77, position = -13, zero_count = 5734
prev_position = -13, move = 213, position = 0, zero_count = 5736
prev_position = 0, move = -787, position = -87, zero_count = 5743
prev_position = -87, move = -30, position = -17, zero_count = 5744
prev_position = -17, move = -814, position = -31, zero_count = 5752
prev_position = -31, move = 64, position = 33, zero_count = 5753
prev_position = 33, move = 62, position = 95, zero_count = 5753
prev_position = 95, move = 5, position = 0, zero_count = 5754
prev_position = 0, move = -61, position = -61, zero_count = 5754
prev_position = -61, move = -639, position = 0, zero_count = 5761
prev_position = 0, move = -82, position = -82, zero_count = 5761
prev_position = -82, move = 34, position = -48, zero_count = 5761
prev_position = -48, move = 12, position = -36, zero_count = 5761
prev_position = -36, move = -90, position = -26, zero_count = 5762
prev_position = -26, move = 22, position = -4, zero_count = 5762
prev_position = -4, move = -696, position = 0, zero_count = 5769
prev_position = 0, move = -20, position = -20, zero_count = 5769
prev_position = -20, move = -80, position = 0, zero_count = 5770
prev_position = 0, move = -20, position = -20, zero_count = 5770
prev_position = -20, move = 20, position = 0, zero_count = 5771
prev_position = 0, move = 67, position = 67, zero_count = 5771
prev_position = 67, move = 633, position = 0, zero_count = 5778
prev_position = 0, move = -96, position = -96, zero_count = 5778
prev_position = -96, move = 96, position = 0, zero_count = 5779
prev_position = 0, move = 661, position = 61, zero_count = 5785
prev_position = 61, move = -811, position = -50, zero_count = 5793
prev_position = -50, move = -97, position = -47, zero_count = 5794
prev_position = -47, move = 521, position = 74, zero_count = 5799
prev_position = 74, move = 26, position = 0, zero_count = 5800
prev_position = 0, move = -78, position = -78, zero_count = 5800
prev_position = -78, move = -804, position = -82, zero_count = 5808
prev_position = -82, move = 882, position = 0, zero_count = 5816
prev_position = 0, move = -26, position = -26, zero_count = 5816
prev_position = -26, move = 41, position = 15, zero_count = 5817
prev_position = 15, move = -15, position = 0, zero_count = 5818
prev_position = 0, move = -25, position = -25, zero_count = 5818
prev_position = -25, move = -45, position = -70, zero_count = 5818
prev_position = -70, move = -95, position = -65, zero_count = 5819
prev_position = -65, move = 64, position = -1, zero_count = 5819
prev_position = -1, move = -1, position = -2, zero_count = 5819
prev_position = -2, move = -80, position = -82, zero_count = 5819
prev_position = -82, move = -18, position = 0, zero_count = 5820
prev_position = 0, move = -35, position = -35, zero_count = 5820
prev_position = -35, move = -721, position = -56, zero_count = 5827
prev_position = -56, move = 78, position = 22, zero_count = 5828
prev_position = 22, move = -69, position = -47, zero_count = 5829
prev_position = -47, move = -898, position = -45, zero_count = 5838
prev_position = -45, move = 566, position = 21, zero_count = 5844
prev_position = 21, move = -5, position = 16, zero_count = 5844
prev_position = 16, move = 784, position = 0, zero_count = 5852
prev_position = 0, move = -14, position = -14, zero_count = 5852
prev_position = -14, move = -86, position = 0, zero_count = 5853
prev_position = 0, move = -184, position = -84, zero_count = 5854
prev_position = -84, move = 82, position = -2, zero_count = 5854
prev_position = -2, move = 202, position = 0, zero_count = 5856
prev_position = 0, move = -1, position = -1, zero_count = 5856
prev_position = -1, move = 1, position = 0, zero_count = 5857
prev_position = 0, move = -541, position = -41, zero_count = 5862
prev_position = -41, move = 68, position = 27, zero_count = 5863
prev_position = 27, move = -27, position = 0, zero_count = 5864
prev_position = 0, move = -73, position = -73, zero_count = 5864
prev_position = -73, move = -27, position = 0, zero_count = 5865
prev_position = 0, move = 31, position = 31, zero_count = 5865
prev_position = 31, move = -22, position = 9, zero_count = 5865
prev_position = 9, move = 9, position = 18, zero_count = 5865
prev_position = 18, move = 323, position = 41, zero_count = 5868
prev_position = 41, move = -541, position = 0, zero_count = 5873
prev_position = 0, move = -86, position = -86, zero_count = 5873
prev_position = -86, move = -1, position = -87, zero_count = 5873
prev_position = -87, move = -683, position = -70, zero_count = 5880
prev_position = -70, move = 26, position = -44, zero_count = 5880
prev_position = -44, move = -56, position = 0, zero_count = 5881
prev_position = 0, move = 93, position = 93, zero_count = 5881
prev_position = 93, move = 98, position = 91, zero_count = 5882
prev_position = 91, move = 24, position = 15, zero_count = 5883
prev_position = 15, move = 685, position = 0, zero_count = 5890
prev_position = 0, move = -38, position = -38, zero_count = 5890
prev_position = -38, move = -25, position = -63, zero_count = 5890
prev_position = -63, move = -404, position = -67, zero_count = 5894
prev_position = -67, move = -233, position = 0, zero_count = 5897
prev_position = 0, move = -984, position = -84, zero_count = 5906
prev_position = -84, move = -21, position = -5, zero_count = 5907
prev_position = -5, move = 96, position = 91, zero_count = 5908
prev_position = 91, move = 40, position = 31, zero_count = 5909
prev_position = 31, move = 25, position = 56, zero_count = 5909
prev_position = 56, move = -12, position = 44, zero_count = 5909
prev_position = 44, move = 56, position = 0, zero_count = 5910
prev_position = 0, move = 77, position = 77, zero_count = 5910
prev_position = 77, move = 79, position = 56, zero_count = 5911
prev_position = 56, move = 75, position = 31, zero_count = 5912
prev_position = 31, move = -34, position = -3, zero_count = 5913
prev_position = -3, move = 3, position = 0, zero_count = 5914
prev_position = 0, move = -943, position = -43, zero_count = 5923
prev_position = -43, move = 92, position = 49, zero_count = 5924
prev_position = 49, move = -83, position = -34, zero_count = 5925
prev_position = -34, move = -644, position = -78, zero_count = 5931
prev_position = -78, move = -622, position = 0, zero_count = 5938
prev_position = 0, move = 12, position = 12, zero_count = 5938
prev_position = 12, move = 549, position = 61, zero_count = 5943
prev_position = 61, move = -61, position = 0, zero_count = 5944
prev_position = 0, move = -85, position = -85, zero_count = 5944
prev_position = -85, move = -24, position = -9, zero_count = 5945
prev_position = -9, move = 588, position = 79, zero_count = 5951
prev_position = 79, move = -11, position = 68, zero_count = 5951
prev_position = 68, move = 29, position = 97, zero_count = 5951
prev_position = 97, move = -47, position = 50, zero_count = 5951
prev_position = 50, move = 14, position = 64, zero_count = 5951
prev_position = 64, move = 65, position = 29, zero_count = 5952
prev_position = 29, move = 71, position = 0, zero_count = 5953
prev_position = 0, move = 579, position = 79, zero_count = 5958
prev_position = 79, move = -34, position = 45, zero_count = 5958
prev_position = 45, move = -62, position = -17, zero_count = 5959
prev_position = -17, move = 215, position = 98, zero_count = 5961
prev_position = 98, move = -21, position = 77, zero_count = 5961
prev_position = 77, move = -27, position = 50, zero_count = 5961
prev_position = 50, move = -494, position = -44, zero_count = 5966
prev_position = -44, move = 21, position = -23, zero_count = 5966
prev_position = -23, move = -81, position = -4, zero_count = 5967
prev_position = -4, move = 35, position = 31, zero_count = 5968
prev_position = 31, move = -659, position = -28, zero_count = 5975
prev_position = -28, move = -72, position = 0, zero_count = 5976
prev_position = 0, move = 14, position = 14, zero_count = 5976
prev_position = 14, move = -13, position = 1, zero_count = 5976
